EFECTOR;ANIO;ESPECIALIDAD;SERVICIO;TOTAL
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Nefrología;Medicina;3056
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Hipertensión Arterial;Medicina;1931
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Neurología;Medicina;11485
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Dermatología;Medicina;18033
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Dermatología ;Medicina;3498
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Gastroenterología;Medicina;8770
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Nutrición;Medicina;8529
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Hematología;Medicina;16121
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Alergia;Medicina;5180
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Reumatología;Medicina;6741
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Adolescencia;Medicina;12148
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Toxicología;Medicina;1396
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Endoscopía;Medicina;1612
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Inmunología;Medicina;2818
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Enfermedad De Chagas ;Medicina;6065
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Oncología;Medicina;6157
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Dolor Y Cuidados Paliativos ;Medicina;3429
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Subtotal Medicina;Medicina;270959
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Cirugía General;n Cirugia;4377
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Cirugía Torácica;n Cirugia;729
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Ortopedia Y Traumatología;n Cirugia;3258
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Ortopedia Y Traumatología ;n Cirugia;4546
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Cirugía Plástica;n Cirugia;1626
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Quemados;n Cirugia;527
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Otorrinolaringología;n Cirugia;6342
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Neurocirugía;n Cirugia;4036
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Urología;n Cirugia;2476
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Oftalmología;n Cirugia;13195
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Ortopedia Y Traumatología ;n Cirugia;1971
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Neuro-ortopedia;n Cirugia;1314
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Discrepancia;n Cirugia;474
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Caderas;n Cirugia;1186
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Tumores;n Cirugia;656
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Artroscopía;n Cirugia;521
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Reflujo;n Cirugia;185
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Mielomeningocele;n Cirugia;410
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Cirugía Rectal;n Cirugia;51
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Manos;n Cirugia;512
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Cabeza Y Cuello;n Cirugia;604
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Fisurados;n Cirugia;153
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Subtotal Cirugia;n Cirugia;49149
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Guardia Del Día;Urgencia;75055
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Toxicología -guardia Del Día;Urgencia;17110
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Endoscopía Guardia Del Día;Urgencia;366
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Subtotal Urgencia;Urgencia;92531
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Promoción Y Protección;Promocion Y Proteccion;12579
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Subtotal Promocion Y Proteccion;Promocion Y Proteccion;12579
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2015;Total Hospital;Promocion Y Proteccion;425218
HOSPITAL MATERNO INFANTIL R. SARDA;2015;Cardiología;Medicina;3394
HOSPITAL MATERNO INFANTIL R. SARDA;2015;Dermatología;Medicina;1948
HOSPITAL MATERNO INFANTIL R. SARDA;2015;Inmunohematología;Medicina;4309
HOSPITAL MATERNO INFANTIL R. SARDA;2015;Infectología;Medicina;636
HOSPITAL MATERNO INFANTIL R. SARDA;2015;Genética;Medicina;404
HOSPITAL MATERNO INFANTIL R. SARDA;2015;Adolescencia;Medicina;155
HOSPITAL MATERNO INFANTIL R. SARDA;2015;Cesación Tabáquica;Medicina;55
HOSPITAL MATERNO INFANTIL R. SARDA;2015;Subtotal Medicina;Medicina;10901
HOSPITAL MATERNO INFANTIL R. SARDA;2015;Ginecología;Cirugia;3693
HOSPITAL MATERNO INFANTIL R. SARDA;2015;Ginecología ;Cirugia;2355
HOSPITAL MATERNO INFANTIL R. SARDA;2015;Procreación Responsable;Cirugia;944
HOSPITAL MATERNO INFANTIL R. SARDA;2015;Planificación Familiar;Cirugia;5032
HOSPITAL MATERNO INFANTIL R. SARDA;2015;Patología Cervical;Cirugia;6068
HOSPITAL MATERNO INFANTIL R. SARDA;2015;Patología Mamaria;Cirugia;2
HOSPITAL MATERNO INFANTIL R. SARDA;2015;Subtotal Cirugia;Cirugia;18094
HOSPITAL MATERNO INFANTIL R. SARDA;2015;Pediatría;Pediatria;28768
HOSPITAL MATERNO INFANTIL R. SARDA;2015;Cardiología;Pediatria;220
HOSPITAL MATERNO INFANTIL R. SARDA;2015;Neurología;Pediatria;871
HOSPITAL MATERNO INFANTIL R. SARDA;2015;Oftalmología;Pediatria;3594
HOSPITAL MATERNO INFANTIL R. SARDA;2015;Hijo De Madre Adolescente;Pediatria;1696
HOSPITAL MATERNO INFANTIL R. SARDA;2015;Atención Clínica De La Adolescente;Pediatria;778
HOSPITAL MATERNO INFANTIL R. SARDA;2015;Subtotal Pediatria;Pediatria;35927
HOSPITAL MATERNO INFANTIL R. SARDA;2015;Obstetricia Matutino;Tocoginecologia;20509
HOSPITAL MATERNO INFANTIL R. SARDA;2015;Obstetricia ;Tocoginecologia;15872
HOSPITAL MATERNO INFANTIL R. SARDA;2015;Control Embarazo Adolescente;Tocoginecologia;1416
HOSPITAL MATERNO INFANTIL R. SARDA;2015;Puerperio Adolescente;Tocoginecologia;322
HOSPITAL MATERNO INFANTIL R. SARDA;2015;Subtotal Tocoginecologia;Tocoginecologia;38119
HOSPITAL MATERNO INFANTIL R. SARDA;2015;Guardia Del Dia ;Urgencia;5400
HOSPITAL MATERNO INFANTIL R. SARDA;2015;Guardia Del Día ;Urgencia;24656
HOSPITAL MATERNO INFANTIL R. SARDA;2015;Subtotal Urgencia;Urgencia;30056
HOSPITAL MATERNO INFANTIL R. SARDA;2015;Total Hospital;Urgencia;133097
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2015;Infecciosas;Medicina;31195
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2015;Neumotisiología;Medicina;11859
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2015;Lepra;Medicina;798
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2015;Dermatología;Medicina;13251
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2015;Cardiología;Medicina;3683
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2015;Neurología;Medicina;241
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2015;Nutrición;Medicina;1237
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2015;Tuberculosis Multirresistente;Medicina;1566
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2015;Hematología;Medicina;792
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2015;Asma Y Alergia;Medicina;3749
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2015;Hepatitis;Medicina;6579
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2015;Zoopatología Médica;Medicina;4052
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2015;Brucelosis;Medicina;57
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2015;Cesación Tabáquica;Medicina;103
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2015;Enfermedad De Transmisión Sexual;Medicina;4232
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2015;S.i.d.a.;Medicina;9495
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2015;Micología;Medicina;1018
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2015;Subtotal Medicina;Medicina;93907
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2015;Cirugía General;Cirugia;2819
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2015;Ginecología;Cirugia;1667
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2015;Urología;Cirugia;812
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2015;Ortopedia Y Traumatología;Cirugia;1315
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2015;Oftalmología;Cirugia;1736
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2015;Otorrinolaringología;Cirugia;4219
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2015;Neurocirugía;Cirugia;800
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2015;Subtotal Cirugia;Cirugia;13368
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2015;Infecciosas ;Pediatria;7609
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2015;Adolescencia;Pediatria;3105
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2015;Subtotal Pediatria;Pediatria;10714
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2015;Guardia Del Día;Urgencia;33649
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2015;Guardia ;Urgencia;764
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2015;Subtotal Urgencia;Urgencia;34413
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2015;Promoción Y Protección;n Promocion Y Proteccion;13331
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2015;Subtotal Promocion Y Proteccion;n Promocion Y Proteccion;13331
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2015;Total Hospital;n Promocion Y Proteccion;165733
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2015;Tabaquismo;Medicina;570
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2015;Curieterapia;Medicina;1459
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2015;Alta Energía;Medicina;2355
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2015;Clínica Médica;Medicina;1068
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2015;Clínica Oncológica;Medicina;12144
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2015;Clínica Oncológica ;Medicina;909
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2015;Medicina Nuclear;Medicina;16
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2015;Cuidados Paliativos;Medicina;2099
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2015;Consultorio De Orientación;Medicina;4351
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2015;Hematología;Medicina;3402
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2015;Infectología;Medicina;938
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2015;Dermatología;Medicina;3094
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2015;Cardiología;Medicina;5283
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2015;Nutrición Y Diabetes ;Medicina;5672
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2015;Gastroenterología Y Hepatología ;Medicina;1324
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2015;Neumonología ;Medicina;1199
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2015;Cesación Tabáquica;Medicina;71
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2015;Subtotal Medicina;Medicina;45954
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2015;Cirugía General;Cirugia;898
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2015;Cirugía Plástica;Cirugia;1469
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2015;Proctología ;Cirugia;762
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2015;Ginecología;Cirugia;8058
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2015;Cirugía Maxilofacial;Cirugia;2171
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2015;Patología Mamaria;Cirugia;6694
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2015;Urología;Cirugia;2475
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2015;Ortopedia Y Traumatología;Cirugia;1410
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2015;Cirugía Torácica ;Cirugia;1400
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2015;Estomatología;Cirugia;2108
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2015;Subtotal Cirugia;Cirugia;27445
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2015;Total Hospital;Cirugia;73399
HOSPITAL DE QUEMADOS DR. A. ILLIA;2015;Clínica Médica;Medicina;403
HOSPITAL DE QUEMADOS DR. A. ILLIA;2015;Cardiología;Medicina;390
HOSPITAL DE QUEMADOS DR. A. ILLIA;2015;Subtotal Medicina;Medicina;793
HOSPITAL DE QUEMADOS DR. A. ILLIA;2015;Cirugía Plástica;Cirugia;5311
HOSPITAL DE QUEMADOS DR. A. ILLIA;2015;Quemados - Adultos;Cirugia;19530
HOSPITAL DE QUEMADOS DR. A. ILLIA;2015;Quemados - Pediatría;Cirugia;11145
HOSPITAL DE QUEMADOS DR. A. ILLIA;2015;Seguimiento De Internación - Adultos;Cirugia;2114
HOSPITAL DE QUEMADOS DR. A. ILLIA;2015;Seguimiento De Internacián - Pediatría;Cirugia;1995
HOSPITAL DE QUEMADOS DR. A. ILLIA;2015;Subtotal Cirugia;Cirugia;40095
HOSPITAL DE QUEMADOS DR. A. ILLIA;2015;Guardia Del Día;Urgencia;19622
HOSPITAL DE QUEMADOS DR. A. ILLIA;2015;Subtotal Urgencia;Urgencia;19622
HOSPITAL DE QUEMADOS DR. A. ILLIA;2015;Total Hospital;Urgencia;60510
HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;2015;Estomago;Medicina;1253
HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;2015;Hepatología;Medicina;2785
HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;2015;Intestino Delgado;Medicina;1621
HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;2015;Ginecología;Medicina;482
HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;2015;Motilidad;Medicina;1058
HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;2015;Pancreas;Medicina;938
HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;2015;Nutrición;Medicina;1878
HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;2015;Enfermedades Inflamatorias;Medicina;3438
HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;2015;Oncología;Medicina;9411
HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;2015;Clínica Médica;Medicina;17679
HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;2015;Cardiología;Medicina;4825
HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;2015;Infectología;Medicina;241
HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;2015;Subtotal Medicina;Medicina;45609
HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;2015;Cirugía;Cirugia;3950
HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;2015;Proctología;Cirugia;4216
HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;2015;Subtotal Cirugia;Cirugia;8166
HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;2015;Emergencias Médicas ;Urgencia;23831
HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;2015;Subtotal Urgencia;Urgencia;23831
HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;2015;Total Hospital;Urgencia;77606
HOSPITAL OFTALMOLOGICO P. LAGLEYZE;2015;Cardiología;Medicina;4256
HOSPITAL OFTALMOLOGICO P. LAGLEYZE;2015;Clínica Médica;Medicina;1416
HOSPITAL OFTALMOLOGICO P. LAGLEYZE;2015;Infectología;Medicina;3530
HOSPITAL OFTALMOLOGICO P. LAGLEYZE;2015;Subtotal Medicina;Medicina;9202
HOSPITAL OFTALMOLOGICO P. LAGLEYZE;2015;Clínica Oftalmológica;Cirugia;26554
HOSPITAL OFTALMOLOGICO P. LAGLEYZE;2015;Clínica Oftalmológica ;Cirugia;14616
HOSPITAL OFTALMOLOGICO P. LAGLEYZE;2015;Clínica Oftalmológica ;Cirugia;2493
HOSPITAL OFTALMOLOGICO P. LAGLEYZE;2015;Córnea;Cirugia;4154
HOSPITAL OFTALMOLOGICO P. LAGLEYZE;2015;Estrabismo;Cirugia;2725
HOSPITAL OFTALMOLOGICO P. LAGLEYZE;2015;Glaucoma;Cirugia;5470
HOSPITAL OFTALMOLOGICO P. LAGLEYZE;2015;Oculoplastía;Cirugia;4388
HOSPITAL OFTALMOLOGICO P. LAGLEYZE;2015;Retinopatía;Cirugia;7239
HOSPITAL OFTALMOLOGICO P. LAGLEYZE;2015;Uveitis;Cirugia;2121
HOSPITAL OFTALMOLOGICO P. LAGLEYZE;2015;Cirugía;Cirugia;1943
HOSPITAL OFTALMOLOGICO P. LAGLEYZE;2015;Neuro Oftalmología;Cirugia;1549
HOSPITAL OFTALMOLOGICO P. LAGLEYZE;2015;Subtotal Cirugia;Cirugia;73252
HOSPITAL OFTALMOLOGICO P. LAGLEYZE;2015;Emergencia;Urgencia;119147
HOSPITAL OFTALMOLOGICO P. LAGLEYZE;2015;Subtotal Urgencia;Urgencia;119147
HOSPITAL OFTALMOLOGICO P. LAGLEYZE;2015;Total Hospital;Urgencia;201601
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2015;Clínica Médica;Medicina;6070
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2015;Clínica Médica ;Medicina;1207
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2015;Cardiología;Medicina;2548
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2015;Dermatología;Medicina;770
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2015;Endocrinología;Medicina;823
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2015;Infectología;Medicina;1021
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2015;Subtotal Medicina;Medicina;12439
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2015;Clínica Oftalmológica;Cirugia;39934
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2015;Clínica Oftalmológica ;Cirugia;34570
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2015;Córnea;Cirugia;3194
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2015;Estrabismo;Cirugia;1428
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2015;Glaucoma;Cirugia;4145
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2015;Retina;Cirugia;3501
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2015;Segmento Anterior;Cirugia;4013
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2015;Uveitis;Cirugia;954
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2015;Neurooftalmología Y Orbita;Cirugia;2540
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2015;Vias Lagrimales;Cirugia;2436
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2015;Cirugía;Cirugia;4606
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2015;Cirugía Refractiva;Cirugia;1510
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2015;Clínica Oftalmológica ;Cirugia;2791
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2015;Infectología Ocular;Cirugia;2227
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2015;Cirugía Plástica;Cirugia;1071
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Nutrición Y Diabetes;Medicina;1179
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Reumatología;Medicina;2349
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Nefrología;Medicina;2340
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Alergia E Inmunidad ;Medicina;774
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Gastroenterología ;Medicina;1540
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Neurología;Medicina;12463
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Neurología ;Medicina;1346
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Cardiología;Medicina;8258
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Cardiología ;Medicina;3178
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Dermatología;Medicina;13282
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Dermatología ;Medicina;5401
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Endocrinología;Medicina;16763
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Endocrinología ;Medicina;2872
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Hematología;Medicina;12225
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Tisiología;Medicina;7381
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Infectología;Medicina;6825
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Subtotal Medicina;Medicina;117842
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Cirugía General;Cirugia;3339
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Cirugía General ;Cirugia;1167
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Patología Mamaria;Cirugia;1214
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Ginecología;Cirugia;11205
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Ginecología ;Cirugia;883
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Urología;Cirugia;6795
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Ortopedia Y Traumatología;Cirugia;8636
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Ortopedia Y Traumatología ;Cirugia;2483
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Oftalmología;Cirugia;13675
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Otorrinolaringología;Cirugia;5941
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Proctología;Cirugia;231
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Subtotal Cirugia;Cirugia;55569
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Pediatría;n Pediatria;16792
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Pediatría ;n Pediatria;6331
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Neonatología;n Pediatria;5860
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Adolescencia;n Pediatria;2491
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Subtotal Pediatria;n Pediatria;31474
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Obstetricia;Tocoginecologia;7898
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Obstetricia ;Tocoginecologia;4351
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Subtotal Tocoginecologia;Tocoginecologia;12249
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Guardia Del Día;Urgencia;165753
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Subtotal Urgencia;Urgencia;165753
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Promoción Y Protección;Promocion Y Proteccion;47450
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Subtotal Promocion Y Proteccion;Promocion Y Proteccion;47450
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Area Salud Escolar;Areas;8639
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Area Salud Comunitaria;Areas;327
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Area Epidemiología;Areas;2363
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Area Inmunizaciones;Areas;10540
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Subtotal Areas;Areas;21869
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Cobertura Porteña ;a;5492
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Cobertura Porteña ;a;6239
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Cobertura Porteña ;a;2753
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Subtotal Cobertura Porteña;a;14484
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Total Hospital;a;466690
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Clínica Médica;Medicina;6532
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Clínica Médica ;Medicina;2014
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Cardiología;Medicina;13995
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Cardiología ;Medicina;1804
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Dermatología;Medicina;14101
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Dermatología ;Medicina;5078
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Gastroenterología;Medicina;3387
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Gastroenterología ;Medicina;825
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Hematología;Medicina;10086
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Hematología ;Medicina;2373
