SERVICIO;ESPECIALIDADES;ING;PASES_A;ING_PASES;ALTAS;DEF;TOTAL;PASES_B;EGR_PASES;DIAS_CAMAS_DISP;PAC_DIA;PROMEDIO_CAMAS_DISP;PROMEDIO_PAC_DIA;PORCENTAJE_OCUP;PROMEDIO_PERM;GIRO;TASA_MORT_HOSP;ANIO;SK_ID_EFECTOR;NOM_EFECTOR_BADATA;OBSERVACIONES
Pediatria;Pediatría;809;4;813;806;0;806;5;811;6567;3673;1799;1006;5593;453;4508;0;2015;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Pediatria;Subtotal Pediatria;2609;155;2764;2574;25;2599;156;2755;24817;13996;6799;3835;564;508;4052;91;2015;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Tocoginecologia;Obstetricia;2235;13;2248;1930;0;1930;313;2243;10682;7180;2927;1967;6722;32;7664;0;2015;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Tocoginecologia;Subtotal Tocoginecologia;2235;13;2248;1930;0;1930;313;2243;10682;7180;2927;1967;6722;32;7664;0;2015;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Urgencia;Terapia Intermedia;33;210;243;28;11;39;204;243;4303;4109;1179;1126;9549;1691;2061;453;2015;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Urgencia;Toxicología;211;5;216;204;0;204;9;213;2760;1601;756;439;5801;752;2817;0;2015;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Urgencia;Terapia Intensiva;155;293;448;11;81;92;358;450;4730;4519;1296;1238;9554;1004;3473;18;2015;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Urgencia;Subtotal Urgencia;399;508;907;243;92;335;571;906;11793;10229;3231;2802;8674;1129;2804;1015;2015;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Urgencia;Total Hospital;9681;2292;11973;9338;330;9668;2292;11960;125436;101686;34366;27859;8107;1052;2813;341;2015;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
sticas de Salud - MSGC;Fuente : Movimiento Hospitalario;2015;;;;;;;;;;2015;;;;;;2015;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Medicina;Clínica Médica;78;474;552;425;76;501;56;557;17583;16398;4817;4493;9326;2944;1156;1364;2015;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Medicina;Subtotal Medicina;78;474;552;425;76;501;56;557;17583;16398;4817;4493;9326;2944;1156;1364;2015;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Cirugia;Cirugía General;1151;181;1332;1230;16;1246;85;1331;13152;8136;3603;2229;6186;611;3694;12;2015;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Cirugia;Ortopedia Y Traumatología;146;135;281;266;8;274;14;288;6244;5945;1711;1629;9521;2064;1684;278;2015;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Cirugia;Urología;260;37;297;275;1;276;20;296;2692;2610;738;715;9695;882;4013;34;2015;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Cirugia;Subtotal Cirugia;1557;353;1910;1771;25;1796;119;1915;22088;16691;6052;4573;7557;872;3165;131;2015;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Pediatria;Recien Nacido Sano;2980;407;3387;3200;0;3200;189;3389;17656;12251;4837;3356;6939;361;7006;0;2015;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Pediatria;Neonatología;547;155;702;315;15;330;375;705;8400;5079;2301;1392;6046;72;3063;213;2015;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Pediatria;Pediatría;1100;9;1109;1108;1;1109;3;1112;8401;4759;2302;1304;5665;428;4831;9;2015;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Pediatria;Subtotal Pediatria;4627;571;5198;4623;16;4639;567;5206;34457;22089;944;6052;6411;424;5515;31;2015;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Tocoginecologia;Tocoginecología;5265;195;5460;5259;1;5260;201;5461;24983;21138;6845;5791;8461;387;7978;2;2015;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Tocoginecologia;Subtotal Tocoginecologia;5265;195;5460;5259;1;5260;201;5461;24983;22089;6845;5791;8461;387;7978;2;2015;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Urgencia;Terapia Intermedia;16;192;208;8;48;56;150;206;1658;1658;454;454;100;805;4535;233;2015;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Urgencia;Guardia Del Día;2400;2;2402;1501;178;1679;725;2404;9477;9467;2596;2594;9989;394;9259;74;2015;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Urgencia;Terapia Intensiva;18;130;148;6;44;50;99;149;1990;1989;545;545;9995;1335;2733;2953;2015;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Urgencia;Subtotal Urgencia;2434;324;2758;1515;270;1785;974;2759;13125;13114;3596;3593;9992;475;7673;979;2015;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Cuidados Grales - Area Indiferenciada;Sector 5;691;236;927;890;1;891;33;924;8123;6486;22;25;17;77;79;85;2014;2172;HOSPITAL GENERAL DE NIÑOS PEDRO DE ELIZALDE;
Cuidados Grales - Area Indiferenciada;Sector 6 A;489;120;609;535;8;543;64;607;4452;2918;12;20;7;99;65;54;2014;2172;HOSPITAL GENERAL DE NIÑOS PEDRO DE ELIZALDE;
Cuidados Grales - Area Indiferenciada;Sector 6 B - Presión Positiva;276;60;336;279;0;279;54;333;2885;1832;7;90;5;2;63;50;2014;2172;HOSPITAL GENERAL DE NIÑOS PEDRO DE ELIZALDE;
Cuidados Grales - Area Indiferenciada;Sector 7;1932;162;2094;1975;0;1975;120;2095;9765;6466;26;75;17;72;66;22;2014;2172;HOSPITAL GENERAL DE NIÑOS PEDRO DE ELIZALDE;
Cuidados Grales - Area Indiferenciada;Subtotal Cuidados Grales - Area Indiferenciada;6008;1605;7613;7119;9;7128;491;7619;57916;44923;158;67;123;8;77;57;2014;2172;HOSPITAL GENERAL DE NIÑOS PEDRO DE ELIZALDE;
Cuidados Especiales;Neonatología Alta Complejidad;88;27;115;16;15;31;82;113;4368;2571;11;97;7;4;58;86;2014;2172;HOSPITAL GENERAL DE NIÑOS PEDRO DE ELIZALDE;
Cuidados Especiales;Neonatología Mediana Complejidad;147;80;227;200;0;200;29;229;4384;2433;12;1;6;67;55;50;2014;2172;HOSPITAL GENERAL DE NIÑOS PEDRO DE ELIZALDE;
Cuidados Especiales;Cuidados Intermedios;102;128;230;87;4;91;139;230;2918;2080;7;99;5;70;71;28;2014;2172;HOSPITAL GENERAL DE NIÑOS PEDRO DE ELIZALDE;
Cuidados Especiales;Cuidados Intensivos;135;154;289;9;19;28;266;294;4009;2173;10;98;5;95;54;20;2014;2172;HOSPITAL GENERAL DE NIÑOS PEDRO DE ELIZALDE;
Cuidados Especiales;Cirugía Cardiovascular;112;33;145;121;13;134;11;145;3076;1614;8;43;4;42;52;47;2014;2172;HOSPITAL GENERAL DE NIÑOS PEDRO DE ELIZALDE;
Cuidados Especiales;Guardia;2317;0;2317;1296;2;1298;1017;2315;2985;2573;8;18;7;5;86;20;2014;2172;HOSPITAL GENERAL DE NIÑOS PEDRO DE ELIZALDE;
Cuidados Especiales;Subtotal Cuidados Especiales;2901;422;3323;1729;53;1782;1544;3326;21740;13444;59;56;36;83;61;84;2014;2172;HOSPITAL GENERAL DE NIÑOS PEDRO DE ELIZALDE;
Cuidados Especiales;Total Hospital;8937;2035;10972;8879;62;8941;2035;10976;82672;59533;226;50;163;10;72;1;2014;2172;HOSPITAL GENERAL DE NIÑOS PEDRO DE ELIZALDE;
Medicina;Pediatria;3104;477;3581;3149;5;3154;438;3592;35190;28756;96;41;78;78;81;72;2014;2164;HOSPITAL GENERAL DE NIÑOS RICARDO GUTIERREZ;
Medicina;Endocrinología;226;0;226;226;0;226;0;226;2208;226;6;5;0;62;10;24;2014;2164;HOSPITAL GENERAL DE NIÑOS RICARDO GUTIERREZ;
Medicina;Infecciosas;511;151;662;558;10;568;97;665;8843;8140;24;23;22;30;92;5;2014;2164;HOSPITAL GENERAL DE NIÑOS RICARDO GUTIERREZ;
Medicina;Neonatología;251;31;282;237;12;249;37;286;6662;5127;18;25;14;5;76;96;2014;2164;HOSPITAL GENERAL DE NIÑOS RICARDO GUTIERREZ;
Medicina;Centro Respiratorio;217;99;316;217;1;218;101;319;4422;3686;12;12;10;10;83;36;2014;2164;HOSPITAL GENERAL DE NIÑOS RICARDO GUTIERREZ;
Medicina;Nefrología;360;26;386;365;0;365;25;390;4416;2070;12;10;5;67;46;88;2014;2164;HOSPITAL GENERAL DE NIÑOS RICARDO GUTIERREZ;
Medicina;Subtotal Medicina;4669;784;5453;4752;28;4780;698;5478;61741;48005;169;15;131;52;77;75;2014;2164;HOSPITAL GENERAL DE NIÑOS RICARDO GUTIERREZ;
Cirugia;Cirugía General;1563;184;1747;1546;0;1546;208;1754;10439;5979;28;60;16;38;57;28;2014;2164;HOSPITAL GENERAL DE NIÑOS RICARDO GUTIERREZ;
Cirugia;Cirugía Cardiovascular;292;49;341;289;13;302;35;337;6253;5038;17;13;13;80;80;57;2014;2164;HOSPITAL GENERAL DE NIÑOS RICARDO GUTIERREZ;
Cirugia;Cirugía Plástica Y Reparadora - niÃ±os;512;24;536;510;0;510;30;540;2960;1480;8;11;4;5;50;0;2014;2164;HOSPITAL GENERAL DE NIÑOS RICARDO GUTIERREZ;
Cirugia;Neurocirugía;377;87;464;371;1;372;87;459;8464;3262;23;19;8;94;38;54;2014;2164;HOSPITAL GENERAL DE NIÑOS RICARDO GUTIERREZ;
Cirugia;Ortopedia Y Traumatología;1196;119;1315;1171;0;1171;135;1306;13004;6415;35;63;17;58;49;33;2014;2164;HOSPITAL GENERAL DE NIÑOS RICARDO GUTIERREZ;
Cirugia;Urologia;271;11;282;273;0;273;9;282;4771;1528;13;7;4;19;32;3;2014;2164;HOSPITAL GENERAL DE NIÑOS RICARDO GUTIERREZ;
Cirugia;Quemados NiÃ±os;61;1;62;55;0;55;3;58;279;117;0;76;0;32;41;94;2014;2164;HOSPITAL GENERAL DE NIÑOS RICARDO GUTIERREZ;
Cirugia;Subtotal Cirugia;4272;475;4747;4215;14;4229;507;4736;46170;23819;126;49;65;26;51;59;2014;2164;HOSPITAL GENERAL DE NIÑOS RICARDO GUTIERREZ;
Urgencia;Terapia Intermedia;26;175;201;11;1;12;189;201;1570;635;4;30;1;74;40;45;2014;2164;HOSPITAL GENERAL DE NIÑOS RICARDO GUTIERREZ;
Urgencia;Terapia Intensiva;99;232;331;12;49;61;272;333;5554;4579;15;22;12;55;82;45;2014;2164;HOSPITAL GENERAL DE NIÑOS RICARDO GUTIERREZ;
Urgencia;Subtotal Urgencia;125;407;532;23;50;73;461;534;7124;5214;19;52;14;28;73;19;2014;2164;HOSPITAL GENERAL DE NIÑOS RICARDO GUTIERREZ;
Urgencia;Total Hospital;9066;1666;10732;8990;92;9082;1666;10748;115035;77038;315;16;211;6;66;97;2014;2164;HOSPITAL GENERAL DE NIÑOS RICARDO GUTIERREZ;
Pediatria;Recien Nacido Sano;4973;553;5526;4862;0;4862;647;5509;25175;15941;68;97;43;67;63;32;2014;2167;HOSPITAL MATERNO INFANTIL R. SARDA;
Pediatria;Neonatología;1230;1184;2414;1246;79;1325;1090;2415;29565;14994;81;0;41;8;50;72;2014;2167;HOSPITAL MATERNO INFANTIL R. SARDA;
Pediatria;Subtotal Pediatria;6203;1737;7940;6108;79;6187;1737;7924;54740;30935;149;97;84;75;56;51;2014;2167;HOSPITAL MATERNO INFANTIL R. SARDA;
Tocoginecologia;Tocoginecología;7362;169;7531;7418;0;7418;103;7521;36847;28613;100;95;78;39;77;65;2014;2167;HOSPITAL MATERNO INFANTIL R. SARDA;
Tocoginecologia;Subtotal Tocoginecologia;7362;169;7531;7418;0;7418;103;7521;36847;28613;100;95;78;39;77;65;2014;2167;HOSPITAL MATERNO INFANTIL R. SARDA;
Urgencia;Terapia Intermedia;8;12;20;10;0;10;10;20;594;72;1;63;0;20;12;12;2014;2167;HOSPITAL MATERNO INFANTIL R. SARDA;
Urgencia;Terapia Intensiva;77;33;110;10;0;10;101;111;1126;429;3;8;1;18;38;10;2014;2167;HOSPITAL MATERNO INFANTIL R. SARDA;
Urgencia;Subtotal Urgencia;85;45;130;20;0;20;111;131;1720;501;4;71;1;37;29;13;2014;2167;HOSPITAL MATERNO INFANTIL R. SARDA;
Urgencia;Total Hospital;13650;1951;15601;13546;79;13625;1951;15576;93307;60049;255;64;164;52;64;36;2014;2167;HOSPITAL MATERNO INFANTIL R. SARDA;
Medicina;Dermatología;377;18;395;346;1;347;57;404;12154;6898;33;30;18;90;56;75;2014;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Medicina;Infecciosas;1480;333;1813;1458;88;1546;273;1819;43115;28739;118;12;78;74;66;66;2014;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Medicina;Hepatopatía;271;32;303;223;9;232;69;301;4768;1866;13;6;5;11;39;14;2014;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Medicina;Neumotisiología;430;84;514;421;15;436;79;515;19246;15242;52;73;41;76;79;20;2014;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Medicina;Asistencia Respiratoria Intermedia;212;378;590;83;108;191;402;593;4886;3529;13;39;9;67;72;23;2014;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Medicina;Zoopatología Médica;288;81;369;303;2;305;60;365;6347;3291;17;39;9;2;51;85;2014;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Medicina;Subtotal Medicina;3058;926;3984;2834;223;3057;940;3997;90516;59565;247;99;163;19;65;81;2014;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Cirugia;Cirugía General;591;110;701;596;5;601;97;698;10438;3564;28;60;9;76;34;14;2014;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Cirugia;Subtotal Cirugia;591;110;701;596;5;601;97;698;10438;3564;28;60;9;76;34;14;2014;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Pediatria;Infecciosas Pediatría;484;35;519;487;0;487;32;519;12380;4775;33;92;13;8;38;57;2014;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Pediatria;Subtotal Pediatria;484;35;519;487;0;487;32;519;12380;4775;33;92;13;8;38;57;2014;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Urgencia;Terapia Intensiva;128;163;291;19;109;128;165;293;2627;1909;7;20;5;23;72;67;2014;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Urgencia;Subtotal Urgencia;128;163;291;19;109;128;165;293;2627;1909;7;20;5;23;72;67;2014;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Urgencia;Total Hospital;4261;1234;5495;3936;337;4273;1234;5507;115961;69813;317;70;191;27;60;20;2014;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Medicina;Curieterapia;56;0;56;55;0;55;1;56;1085;224;2;97;0;61;20;65;2014;2168;HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;
Medicina;Medicina;1634;10;1644;1173;449;1622;33;1655;20876;18961;57;19;51;95;90;83;2014;2168;HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;
Medicina;Subtotal Medicina;1690;10;1700;1228;449;1677;34;1711;21961;19185;60;17;52;56;87;36;2014;2168;HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;
Cirugia;Cirugía General;715;33;748;720;21;741;9;750;8958;3928;24;54;10;76;43;85;2014;2168;HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;
Cirugia;Subtotal Cirugia;715;33;748;720;21;741;9;750;8958;3928;24;54;10;76;43;85;2014;2168;HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;
Cirugia;Total Hospital;2405;43;2448;1948;470;2418;43;2461;30919;23113;84;71;63;32;74;75;2014;2168;HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;
Cirugia;Cirugía Plástica;534;39;573;533;0;533;40;573;2761;666;7;56;1;82;24;12;2014;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Cirugia;Quemados ;6;145;151;97;1;98;56;154;3415;2976;9;36;8;15;87;14;2014;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Cirugia;Quemados-Cuidados Grales - Adultos;69;158;227;194;0;194;30;224;5104;3370;;;;;;;2014;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Cirugia;Quemados-Cuidados Interm.- Adultos;1;19;20;13;0;13;4;17;335;305;;;;;;;2014;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Cirugia;Subtotal Cirugia;610;361;971;837;1;838;130;968;11615;7317;31;82;20;5;63;0;2014;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Pediatria;Quemados ;72;327;399;230;0;230;172;402;4606;3972;12;62;10;88;86;24;2014;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Pediatria;Quemados-Cuidados Grales- Pediatría;25;159;184;173;0;173;6;179;2258;1261;;;;;;;2014;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Pediatria;Subtotal Pediatria;97;486;583;403;0;403;178;581;6864;5233;18;81;14;34;76;24;2014;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Urgencia;Guardia;662;2;664;48;1;49;615;664;1095;186;3;0;0;51;16;99;2014;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Urgencia;Quemados Cuidados Intensivos-Adultos;1;88;89;4;34;38;50;88;2185;1712;;;;;;;2014;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Urgencia;Terapia Intensiva;1;86;87;35;4;39;50;89;3526;1448;9;66;3;97;41;7;2014;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Urgencia;Subtotal Urgencia;664;176;840;87;39;126;715;841;6806;3346;18;65;9;17;49;16;2014;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Urgencia;Total Hospital;1371;1023;2394;1327;40;1367;1023;2390;25285;15896;69;27;43;55;62;87;2014;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Medicina;Hepatología;64;24;88;47;5;52;40;92;1400;1205;3;84;3;30;86;7;2014;2109;HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;
Medicina;Clínica Médica;666;183;849;537;65;602;229;831;13173;11185;36;9;30;64;84;91;2014;2109;HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;
Medicina;Subtotal Medicina;730;207;937;584;70;654;269;923;14573;12390;39;93;33;95;85;2;2014;2109;HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;
Cirugia;Cirugía;1263;362;1625;1362;15;1377;256;1633;12046;8704;33;0;23;85;72;26;2014;2109;HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;
Cirugia;Subtotal Cirugia;1263;362;1625;1362;15;1377;256;1633;12046;8704;33;0;23;85;72;26;2014;2109;HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;
Urgencia;Terapia Intensiva;104;171;275;6;47;53;215;268;2371;1675;6;50;4;59;70;65;2014;2109;HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;
Urgencia;Subtotal Urgencia;104;171;275;6;47;53;215;268;2371;1675;6;50;4;59;70;65;2014;2109;HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;
Urgencia;Total Hospital;2097;740;2837;1952;132;2084;740;2824;28990;22769;79;42;62;38;78;54;2014;2109;HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;
Cirugia;Oftalmología;2485;0;2485;2487;0;2487;0;2487;10300;3054;28;22;8;37;29;65;2014;2169;HOSPITAL OFTALMOLOGICO DR. PEDRO LAGLEYZE;
Cirugia;Subtotal Cirugia;2485;0;2485;2487;0;2487;0;2487;10300;3054;28;22;8;37;29;65;2014;2169;HOSPITAL OFTALMOLOGICO DR. PEDRO LAGLEYZE;
Cirugia;Total Hospital;2485;0;2485;2487;0;2487;0;2487;10300;3054;28;22;8;37;29;65;2014;2169;HOSPITAL OFTALMOLOGICO DR. PEDRO LAGLEYZE;
Cirugia;Neurocirugía;55;31;86;53;0;53;35;88;6570;494;18;0;1;35;7;52;2014;2111;HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;
Cirugia;Oftalmología;4434;2;4436;4447;0;4447;1;4448;9728;3247;26;65;8;90;33;38;2014;2111;HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;
Cirugia;Subtotal Cirugia;4489;33;4522;4500;0;4500;36;4536;16298;3741;44;65;10;25;22;95;2014;2111;HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;
Urgencia;Terapia Intensiva;1;32;33;3;0;3;29;32;1095;227;3;0;0;62;20;73;2014;2111;HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;
Urgencia;Subtotal Urgencia;1;32;33;3;0;3;29;32;1095;227;3;0;0;62;20;73;2014;2111;HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;
Urgencia;Total Hospital;4490;65;4555;4503;0;4503;65;4568;17393;3968;47;65;10;87;22;81;2014;2111;HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;
Medicina;Clínica Médica;0;184;184;21;2;23;69;92;11680;9010;32;0;24;68;77;14;2014;2117;HOSPITAL DE SALUD MENTAL J. T. BORDA;
Medicina;Neurología;0;11;11;2;0;2;4;6;4039;2159;11;7;5;92;53;45;2014;2117;HOSPITAL DE SALUD MENTAL J. T. BORDA;
Medicina;Psicopatologia Y Salud Mental;894;707;1601;840;7;847;849;1696;257668;213569;705;94;585;12;82;89;2014;2117;HOSPITAL DE SALUD MENTAL J. T. BORDA;
Medicina;Subtotal Medicina;894;902;1796;863;9;872;922;1794;273387;224738;749;1;615;72;82;21;2014;2117;HOSPITAL DE SALUD MENTAL J. T. BORDA;
Cirugia;Cirugía General;0;34;34;12;2;14;14;28;3650;2305;10;0;6;32;63;15;2014;2117;HOSPITAL DE SALUD MENTAL J. T. BORDA;
Cirugia;Subtotal Cirugia;0;34;34;12;2;14;14;28;3650;2305;10;0;6;32;63;15;2014;2117;HOSPITAL DE SALUD MENTAL J. T. BORDA;
Cirugia;Total Hospital;894;936;1830;875;11;886;936;1822;277037;227043;759;1;622;4;81;95;2014;2117;HOSPITAL DE SALUD MENTAL J. T. BORDA;
Medicina;Clínica Médica;0;36;36;8;15;23;13;36;8395;3598;23;0;9;86;42;86;2014;2116;HOSPITAL DE SALUD MENTAL BRAULIO MOYANO;
Medicina;Psicopatologia Y Salud Mental;1054;934;1988;1045;10;1055;967;2022;320903;278224;879;19;762;26;86;70;2014;2116;HOSPITAL DE SALUD MENTAL BRAULIO MOYANO;
Medicina;Subtotal Medicina;1054;970;2024;1053;25;1078;980;2058;329298;281822;902;19;772;12;85;58;2014;2116;HOSPITAL DE SALUD MENTAL BRAULIO MOYANO;
Cirugia;Cirugía General;0;56;56;9;1;10;49;59;5840;2512;16;0;6;88;43;1;2014;2116;HOSPITAL DE SALUD MENTAL BRAULIO MOYANO;
Cirugia;Ginecología;0;10;10;0;0;0;7;7;5840;622;16;0;1;70;10;65;2014;2116;HOSPITAL DE SALUD MENTAL BRAULIO MOYANO;
Cirugia;Subtotal Cirugia;0;66;66;9;1;10;56;66;11680;3134;32;0;8;59;26;83;2014;2116;HOSPITAL DE SALUD MENTAL BRAULIO MOYANO;
Cirugia;Total Hospital;1054;1036;2090;1062;26;1088;1036;2124;340978;284956;934;19;780;70;83;57;2014;2116;HOSPITAL DE SALUD MENTAL BRAULIO MOYANO;
Pediatria;Psiquiatria;368;19;387;377;0;377;13;390;23007;12315;63;3;33;74;53;53;2014;2165;HOSPITAL INFANTO JUVENIL C. TOBAR GARCIA;
Pediatria;Subtotal Pediatria;368;19;387;377;0;377;13;390;23007;12315;63;3;33;74;53;53;2014;2165;HOSPITAL INFANTO JUVENIL C. TOBAR GARCIA;
Pediatria;Total Hospital;368;19;387;377;0;377;13;390;23007;12315;63;3;33;74;53;53;2014;2165;HOSPITAL INFANTO JUVENIL C. TOBAR GARCIA;
Medicina;Psicopatologia Y Salud Mental;15;266;281;247;0;247;36;283;18267;17777;50;5;48;70;97;32;2014;2108;HOSPITAL DE EMERGENCIAS PSIQUIATRICAS TORCUATO DE ALVEAR;
Medicina;Adolescencia;15;29;44;41;0;41;8;49;6570;3043;18;0;8;34;46;32;2014;2108;HOSPITAL DE EMERGENCIAS PSIQUIATRICAS TORCUATO DE ALVEAR;
Medicina;Subtotal Medicina;30;295;325;288;0;288;44;332;24837;20820;68;5;57;4;83;83;2014;2108;HOSPITAL DE EMERGENCIAS PSIQUIATRICAS TORCUATO DE ALVEAR;
Urgencia;Emergencia;396;42;438;148;0;148;293;441;6159;5841;16;87;16;0;94;84;2014;2108;HOSPITAL DE EMERGENCIAS PSIQUIATRICAS TORCUATO DE ALVEAR;
Urgencia;Subtotal Urgencia;396;42;438;148;0;148;293;441;6159;5841;16;87;16;0;94;84;2014;2108;HOSPITAL DE EMERGENCIAS PSIQUIATRICAS TORCUATO DE ALVEAR;
Urgencia;Total Hospital;426;337;763;436;0;436;337;773;30996;26661;84;92;73;4;86;1;2014;2108;HOSPITAL DE EMERGENCIAS PSIQUIATRICAS TORCUATO DE ALVEAR;
Medicina;Fisiatría;75;1;76;71;1;72;1;73;25509;19008;69;89;52;8;74;51;2014;2113;HOSPITAL DE REHABILITACION M. ROCCA;
Medicina;Subtotal Medicina;75;1;76;71;1;72;1;73;25509;19008;69;89;52;8;74;51;2014;2113;HOSPITAL DE REHABILITACION M. ROCCA;
Cirugia;Cirugía General;104;1;105;106;0;106;1;107;2081;971;5;70;2;66;46;66;2014;2113;HOSPITAL DE REHABILITACION M. ROCCA;
Cirugia;Subtotal Cirugia;104;1;105;106;0;106;1;107;2081;971;5;70;2;66;46;66;2014;2113;HOSPITAL DE REHABILITACION M. ROCCA;
Cirugia;Total Hospital;179;2;181;177;1;178;2;180;27590;19979;75;59;54;74;72;41;2014;2113;HOSPITAL DE REHABILITACION M. ROCCA;
Medicina;Fisiatría;108;3;111;111;1;112;0;112;14600;5981;40;0;16;39;40;97;2014;2114;INSTITUTO DE REHABILITACION PSICOFISICA (I.R.E.P.);
Medicina;Subtotal Medicina;108;3;111;111;1;112;0;112;14600;5981;40;0;16;39;40;97;2014;2114;INSTITUTO DE REHABILITACION PSICOFISICA (I.R.E.P.);
Cirugia;Cirugía General;440;1;441;439;0;439;4;443;5912;1998;16;20;5;47;33;80;2014;2114;INSTITUTO DE REHABILITACION PSICOFISICA (I.R.E.P.);
Cirugia;Subtotal Cirugia;440;1;441;439;0;439;4;443;5912;1998;16;20;5;47;33;80;2014;2114;INSTITUTO DE REHABILITACION PSICOFISICA (I.R.E.P.);
Cirugia;Total Hospital;548;4;552;550;1;551;4;555;20512;7979;56;20;21;86;38;90;2014;2114;INSTITUTO DE REHABILITACION PSICOFISICA (I.R.E.P.);
